table,columns
jsh_base_tipificaciones_Ranking_OSIPTEL_2022_1S,18
jsh_base_tipificaciones_Ranking_OSIPTEL_2022_2S,18
jsh_base_tipificaciones_Visor_Ranking_OSIPTEL_2022_11_12,17
jsh_base_tipificaciones_Visor_Ranking_OSIPTEL_2023_01_02_03,17
jsh_resumen_ccee_asesor_humano_Ranking_OSIPTEL_2021_2S,8
jsh_resumen_ccee_asesor_humano_Ranking_OSIPTEL_2022_01_al_04,10
jsh_resumen_ccee_asesor_humano_Ranking_OSIPTEL_2022_05_06_07,10
jsh_resumen_ccee_asesor_humano_Ranking_OSIPTEL_2022_2S,8
jsh_resumen_ccee_asesor_virtual_Ranking_OSIPTEL_2022_2S,7
jsh_resumen_llamadas_asesor_virtual_Ranking_OSIPTEL_2022_1S,8
jsh_resumen_tipificaciones_Ranking_OSIPTEL_2021_2S,8
jsh_resumen_voz_asesor_humano_Ranking_OSIPTEL_2022_01_al_04,12
jsh_resumen_voz_asesor_humano_Ranking_OSIPTEL_2022_05_06_07,12
jsh_resumen_voz_asesor_humano_Ranking_OSIPTEL_2022_11_12,10
jsh_resumen_voz_asesor_humano_Ranking_OSIPTEL_2022_1S,10
jsh_resumen_voz_asesor_humano_Ranking_OSIPTEL_2022_2S,10
jsh_resumen_voz_asesor_humano_Ranking_OSIPTEL_2022_3T,10
jsh_resumen_voz_asesor_virtual_Ranking_OSIPTEL_2022_01_al_04,12
jsh_resumen_voz_asesor_virtual_Ranking_OSIPTEL_2022_05_06_07,12
jsh_resumen_voz_asesor_virtual_Ranking_OSIPTEL_2022_11_12,11
jsh_resumen_voz_asesor_virtual_Ranking_OSIPTEL_2022_1S,11
jsh_resumen_voz_asesor_virtual_Ranking_OSIPTEL_2022_2S,11
jsh_resumen_voz_asesor_virtual_Ranking_OSIPTEL_2022_3T,11
202512_PLANTA_SEGMENTACION_NUEVA_VERSION,16
ALDM_BILLINGCYCLE,17
ASG_BASE_ACUMULADA_RETEN_30,56
ASG_CONSOLIDADO_CALC_RETEN30,69
ASG_CONSOLIDADO_CALC_RETEN30_V2,75
ASG_ENCUESTAS_ACUMULADO_CALL_TMP,74
BASE_AMDOCS_RECLAMOS_CALCULADO,323
BASE_OSIPTEL_FEB26,9
BASE_RECLAMOS_ACUM,6
BASE_RETENCIONES_MT_TIENDAS_B2C_20260220,105
BASE_SAR_TC_1ERA_LINEA,70
BD_ACUMULADA_PROVISION,35
