database,table,columns
DEFAULT_DB,STAGE.NOTIFICATION_ENGINE,25
DEFAULT_DB,STAGE.NUMEROS_SESIONES,2
DEFAULT_DB,STAGE.OPERATOR_ACTIVITY_METRICS,14
DEFAULT_DB,STAGE.OPERATOR_METRICS,17
DEFAULT_DB,STAGE.POLL_AGENT,25
DEFAULT_DB,STAGE.POLL_BOT,15
DEFAULT_DB,STAGE.SESSION_METRICS,16
DEFAULT_DB,STAGE.SESSION_RULE_NAME,14
DEFAULT_DB,STAGE.TEXTO_SESIONES,3
DEFAULT_DB,STAGE.TYPIFICATIONS,5
DEFAULT_DB,STAGE.USERVAR_METRICS,6
DEFAULT_DB,STAGE.WORDCLOUD_CCEE,5
DEFAULT_DB,AMELIA_TRANS_LV_20240428,4
DEFAULT_DB,CCEE_AGENT_30MIN_PLATAFORMA,22
DEFAULT_DB,CCEE_ENCUESTAS_SESIONES_BOT,21
DEFAULT_DB,CCEE_TERADATA_INTENT_SESIONES,6
DEFAULT_DB,CONVERSION_COLAS,3
DEFAULT_DB,CONVERSION_PROVEEDORES,2
DEFAULT_DB,CRUCE_SESIONES_PLANTA,43
DEFAULT_DB,CUSTOM_ROLES,3
DEFAULT_DB,DETALLE_OPERADORES_ULT_60DIAS,5
DEFAULT_DB,DETALLE_OPERADORES_ULT_60DIAS_V1,5
DEFAULT_DB,DIAS_PROCESO,2
DEFAULT_DB,DIAS_PROCESO_CARGAS,4
DEFAULT_DB,EVENT_METRICS,8
DEFAULT_DB,FACT_CCEE_METRICAS,38
DEFAULT_DB,GMC_PRIORITY_DETALLE_ANTIGUA,12
DEFAULT_DB,GPR_ANALISIS_NUMEROS_SESIONES,8
DEFAULT_DB,GPR_CANALES_ESCRITOS_COLAS_CAPL_202507,3
DEFAULT_DB,GPR_CANALES_ESCRITOS_COLAS_PORTAS_202507,4
DEFAULT_DB,GPR_CANALES_ESCRITOS_COLAS_POR_EQUI_202507,3
DEFAULT_DB,GPR_Masivas_Identificadas_x_Sesiones_20250724_V1,7
DEFAULT_DB,GPR_TEMP_OPER_VS_INTER_2,20
DEFAULT_DB,JC_AGRU_PLA,2
DEFAULT_DB,JG_CCEE_AGENT_30MIN_PLATAFORMA_202505,4
DEFAULT_DB,JG_CCEE_AGENT_30MIN_PLATAFORMA_202506,4
DEFAULT_DB,JG_LISTADO_DNIS,1
DEFAULT_DB,JG_LYT_INTERACCIONES_202505,4
DEFAULT_DB,JG_LYT_INTERACCIONES_202506,4
DEFAULT_DB,JG_MESSAGE_METRICS_202505,3
DEFAULT_DB,JG_MESSAGE_METRICS_202506,3
DEFAULT_DB,KCS_FUNNEL_CCEE,7
DEFAULT_DB,KC_PLANTA_DNI_UNOALOCHO_202205,2
DEFAULT_DB,LD_TEMPORAL_OPERATOR_METRICS_1,15
DEFAULT_DB,LD_TEMPORAL_OPERATOR_METRICS_2,15
DEFAULT_DB,LD_TEMPORAL_OPERATOR_METRICS_3,12
DEFAULT_DB,LD_TMP_CCEE_AGENT_30MIN,16
DEFAULT_DB,LD_TMP_INTERACCIONES,13
DEFAULT_DB,LD_TMP_INTERACCIONES_SIN_PLATAFORMAS,12
DEFAULT_DB,MESSAGE_METRICS,40
DEFAULT_DB,NUMEROS_SESIONES,2
DEFAULT_DB,OPERATOR_ACTIVITY_METRICS,14
DEFAULT_DB,OPERATOR_METRICS,17
DEFAULT_DB,POLL_AGENT,26
DEFAULT_DB,POLL_BOT,15
DEFAULT_DB,SESSION_METRICS,16
DEFAULT_DB,TELEFONOS_CONVERSACIONES,3
DEFAULT_DB,TEMP_OPER_VS_INTER_2,20
DEFAULT_DB,TMP_INTENTS_PENDIENTES,4
DEFAULT_DB,TYPIFICATIONS,7
DEFAULT_DB,T_DIM_TIEMPO_INTERVALO,13
DEFAULT_DB,USERVAR_METRICS,6
DEFAULT_DB,__ELIMINAR__CCEE_AGENT_30MIN,15
DEFAULT_DB,__ELIMINAR__CCEE_AGENT_30MIN_INTERACCIONES,9
DEFAULT_DB,__ELIMINAR__CCEE_AGENT_30MIN_PLATAFORMA_AGRUPADO,22
DEFAULT_DB,__ELIMINAR__CCEE_BP_ENTRANTES,38
DEFAULT_DB,__ELIMINAR__CCEE_ENCUESTAS_INTERACCIONES_ASESOR,27
DEFAULT_DB,__ELIMINAR__CCEE_OM_REIT_AGRUPADO,37
DEFAULT_DB,__ELIMINAR__CQ_ABORDAJE_BOT_CE,5
DEFAULT_DB,__ELIMINAR__CQ_ABORDAJE_BOT_CE_FINAL,6
DEFAULT_DB,__ELIMINAR__DETALLE_INTERACCIONES_WHATSAPP_BM_20240401_20240407_v3,81
DEFAULT_DB,__ELIMINAR__EVENT_METRICS_1FEB_INCOMPLETO,8
DEFAULT_DB,__ELIMINAR__FUNNEL_CCEE,10
DEFAULT_DB,__ELIMINAR__GMC_SESIONES_RESUMEN,22
DEFAULT_DB,__ELIMINAR__GPR_Archivos_Tipificacion_customRoles,5
DEFAULT_DB,__ELIMINAR__JSH_CCEE_DE_CLTES_Masificacion1MB_572K_69K_404K,8
DEFAULT_DB,__ELIMINAR__KAJ_CCEE_DE_CLTES_Masificacion1MB_572K_69K_202109,8
DEFAULT_DB,__ELIMINAR__KCS_MAESTRA_TIPIS_CCEE_CALIDAD,2
DEFAULT_DB,__ELIMINAR__KC_SMS_APP_VOZ,6
DEFAULT_DB,__ELIMINAR__LYT_SESIONES_MES_prueba,161
DEFAULT_DB,__ELIMINAR__MAESTRA_CATEGORIA_OFERTA,2
DEFAULT_DB,__ELIMINAR__MAESTRA_ORIGENES_CONVERSACIONES,2
DEFAULT_DB,__ELIMINAR__MAESTRA_ORIGENES_CONVERSACIONES_BKP,2
DEFAULT_DB,__ELIMINAR__NO_RECARGADORES,1
DEFAULT_DB,__ELIMINAR__NO_RECARGADORES_OTROS_PRODUCTOS,1
DEFAULT_DB,__ELIMINAR__ORIGEN_CONVERSACIONES,2
DEFAULT_DB,__ELIMINAR__REPORTE_MUESTRAS_CCEE_BM,13
DEFAULT_DB,__ELIMINAR__Template_Transcripciones_Actual,4
DEFAULT_DB,__ELIMINAR__VALIDACION_COLA_OPERADORES,7
DEFAULT_DB,__ELIMINAR__jsh_Catalogo_Motivos_Tipificador_Visor_Ranking_OSIPTEL,3
DEFAULT_DB,__ELIMINAR__jsh_base_tipificaciones_Ranking_OSIPTEL_2021_v2,18
DEFAULT_DB,__ELIMINAR__jsh_base_tipificaciones_call_visor_v2,14
DEFAULT_DB,sysdiagrams,5
DEFAULT_DB,STAGE.ATENCION_AURA,4
DEFAULT_DB,STAGE.ATENCION_IVR,8
DEFAULT_DB,STAGE.PLANTA_CLIENTE_DIGITAL,65
DEFAULT_DB,STAGE.PLANTA_CLIENTE_UNICO_DIGITAL,30
DEFAULT_DB,APP_REVISION,6
DEFAULT_DB,APP_REVISION_2,4
DEFAULT_DB,CATALOGO_TIPO_CLIENTE,2
DEFAULT_DB,CICLO_VIDA_CLIENTE_202510_15,26
DEFAULT_DB,CICLO_VIDA_CLIENTE_202510_31,26
DEFAULT_DB,DISTRIBUCION_PLANTA_202510,21
DEFAULT_DB,PERFILAMIENTO_CLIENTE_DIGITAL,3
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202401,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202402,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202403,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202404,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202405,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202406,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202407,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202408,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202409,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202410,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202411,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202412,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202501,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202502,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202503,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202504,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202505,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202506,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202507,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202508,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202509,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202510,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_202511,69
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_CRATE,8
DEFAULT_DB,PLANTA_CLIENTE_DIGITAL_RESUMEN,10
DEFAULT_DB,PLANTA_CLIENTE_UNICO_DIGITAL_202412,30
DEFAULT_DB,PLANTA_CLIENTE_UNICO_DIGITAL_MES,30
DEFAULT_DB,Pronostico_contactos,21
DEFAULT_DB,TMP_HP_ACCESADAS_MASIVAS,16
DEFAULT_DB,TMP_HP_ENTRANTES_MASIVAS,23
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE,44
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE_BACKUP,44
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE_BACKUP_V2,44
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE_CU,8
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE_CU_BACKUP,8
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE_RESUMEN,33
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE_RESUMEN_BACKUP,33
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE_RESUMEN_V2,33
DEFAULT_DB,VIAJE_ATENCION_CCEE_CLIENTE_V2,42
DEFAULT_DB,VIAJE_ATENCION_VOZ_CLIENTE,40
DEFAULT_DB,VIAJE_ATENCION_VOZ_CLIENTE_CU,6
DEFAULT_DB,VIAJE_ATENCION_VOZ_CLIENTE_RESUMEN,29
DEFAULT_DB,VIAJE_ATENCION_VOZ_TIPO_ATENCION_DETALLE_1,13
DEFAULT_DB,VIAJE_ATENCION_VOZ_TIPO_ATENCION_DETALLE_v2,5
DEFAULT_DB,V_RESUMEN_CLIENTE_DIGITAL,7
DEFAULT_DB,V_RESUMEN_CLIENTE_DIGITAL_2021,7
DEFAULT_DB,V_RESUMEN_CLIENTE_DIGITAL_2021_SIN_AURA,7
DEFAULT_DB,V_RESUMEN_CLIENTE_DIGITAL_MES,7
DEFAULT_DB,V_RESUMEN_CLIENTE_DIGITAL_MES_NEGOCIO,8
DEFAULT_DB,V_RESUMEN_CLIENTE_DIGITAL_MES_SIN_AURA,7
DEFAULT_DB,V_RESUMEN_CLIENTE_DIGITAL_MES_SIN_AURA_NEGOCIO,8
DEFAULT_DB,V_RESUMEN_CLIENTE_DIGITAL_SIN_AURA,7
DEFAULT_DB,V_RESUMEN_NEGOCIO_CLIENTE_DIGITAL,8
DEFAULT_DB,V_RESUMEN_NEGOCIO_CLIENTE_DIGITAL_2021,8
DEFAULT_DB,V_RESUMEN_NEGOCIO_CLIENTE_DIGITAL_2021_SIN_AURA,8
DEFAULT_DB,V_RESUMEN_NEGOCIO_CLIENTE_DIGITAL_SIN_AURA,8
DEFAULT_DB,STAGE.ALDM_casos_motivos_tecnicos_calc,63
DEFAULT_DB,STAGE.LOGSIEM,20
DEFAULT_DB,STAGE.LOGSIEM_BACKUP,19
DEFAULT_DB,STAGE.LYT_AVERIAS_MASIVAS_MES,57
DEFAULT_DB,STAGE.REPORTE_VISOR_LOG_USUARIO,12
DEFAULT_DB,ALDM_casos_motivos_tecnicos,63
DEFAULT_DB,AVERIAS_MASIVAS_CMS_MES,69
DEFAULT_DB,Averias_Registradas,268
DEFAULT_DB,Averias_Registradas_2023,304
DEFAULT_DB,Averias_Registradas_2024,309
DEFAULT_DB,Averias_Registradas_ACUMULADO,309
DEFAULT_DB,BOLSA_AVERIAS,24
DEFAULT_DB,Catalogo_efectividad_FCR,5
DEFAULT_DB,DRH_AVERIAS_AMDOCS,74
DEFAULT_DB,DRH_usuarios_com,26
DEFAULT_DB,KA_Agrupacion_Motivos_Registro_Averias,4
DEFAULT_DB,PBI_KAJ_AVERIAS_INGRESADAS,17
DEFAULT_DB,PBI_KAJ_AVERIAS_LIQUIDADAS,17
DEFAULT_DB,TEMPORAL_AVERIAS_MASIVAS_ALDM,46
DEFAULT_DB,TEMPORAL_AVERIAS_MASIVAS_TERADATA,44
DEFAULT_DB,T_PASO_RESUMEN_DM_TERADATA,16
DEFAULT_DB,T_Usuarios_ALDM,9
