table,columns
RESUMEN_INDIC_GENERALES_VOZ_HORA,36
RESUMEN_INDIC_GENERALES_VOZ_INTERVALO,37
STATUS_WORKFORCE,31
STATUS_WORKFORCE_BACKUP,31
TABLA_TEMPORAL_FORMATO_A3_MES_EN_PROCESO,9
T_BASE_CRUCE_PILOTO_CAPTA_MT,1
T_BASE_PRUEBA,1
T_DIM_TIEMPO_INTERVALO,13
T_INFO_PREVISION_MES_PRONOSTICO,3
T_INFO_PREVISION_X_DIA_X_PLATAFORMA_PPP,10
T_INFO_PREVISION_X_INTERVALO_X_PLATAFORMA_PPP,19
T_INTERVALO_HORARIO,2
T_TEMP_FECHA,1
T_UMBRALES_PLATAFORMA_PPP,7
Temp_Status_Actual,45
Temporal_Cronograma,36
Temporal_Detalle_Intervalo,25
Temporal_Mallas_Tdp,9
Temporal_Reductores,27
listar_carpetas,1
listar_carpetas_procesar,1
PLANTA_CMS_202512,94
LLAMADAS_CON_RETENCIONES_CRUZA_CON_VISOR_4M,48
LLAMADAS_RETECNIONES_CRUCE_VISOR_202510,36
RETENCIONES_FIJA,88
RETENCIONES_MOVIL,68
RETENCIONES_MT,149
TABLERO_RETENCIONES_FIJA_MKT_ULT_ACT,113
TIPIFICACIONES_RETENCIONES_ULT_30D,16
TIPIFICACIONES_RETENCIONES_ULT_30D_REITERO,17
BASE_RECLAMOS_AVERIAS_DRH,10
CTRL_INTERACCIONES_TEMPORAL,3
CTRL_SESIONES_TEMPORAL,3
DETALLE_TABLERO_AVERIAS_LLAMADAS,34
E2E_DETALLE,197
E2E_DETALLE_2022,171
E2E_DETALLE_2024,196
E2E_DETALLE_RESUMEN_4M,51
E2E_DETALLE_RESUMEN_CALIDAD,27
E2E_REGISTROS_BO,32
INDICADORES_AGENTES_AVERIAS_SIN_INFORME,14
INDICADORES_AGENTES_DIARIO_ULTIMO_MES,42
INDICADORES_AGENTES_ULT_03M,43
INDICADORES_AVERIAS_DETALLE,21
KAJ_SKILL_FIBRA_REITERADOS,3
PILOTO_ASESORES,9
PILOTO_RESUMEN_AGENTES_CAPACITACION_TEC_FIJA,31
TEMPORAL_E2E_EVENTOS_MASIVOS,22
e2e_dic2024_extracto,8
SRM,71
VIEW_VISOR_LOGSIEM_CASO,55
VIEW_VISOR_LOGSIEM_CONTEXTO,44
VISOR_ADHERENCIA_DETALLE_USO_VISOR,25
VISOR_CONTROL_FUENTES,3
VISOR_LOGSIEM,15
VISOR_LOGSIEM_CONTEXTO_TOOL,41
VISOR_LOGUEOS,19
VISOR_RESET,16
internal.catalog_encryption_keys,4
internal.catalog_properties,2
internal.data_type_mapping,3
internal.environment_permissions,7
internal.environment_references,7
internal.environment_variables,9
internal.environments,7
internal.event_message_context,10
internal.event_messages,13
internal.executable_statistics,10
internal.executables,9
internal.execution_component_phases,12
internal.execution_data_statistics,13
internal.execution_data_taps,7
internal.execution_parameter_values,12
internal.execution_property_override_values,6
internal.executions,12
internal.extended_operation_info,8
internal.folder_permissions,7
internal.folders,6
internal.object_parameters,19
internal.object_versions,10
internal.operation_messages,7
internal.operation_os_sys_info,7
internal.operation_permissions,7
internal.operations,17
internal.packages,16
internal.project_permissions,7
internal.projects,12
internal.validations,8
20240917___LLAMADAS_ATENDIDAS_FACTURACION,58
20240917_____T_TMP_DETALLE,21
CORREOS,8
DEMANDA_BOLSA,14
DEMANDA_BOLSA_HISTORICO,14
DEMANDA_BOLSA_RESUMEN_PRIORIDAD_HORA,11
DEMANDA_BOLSA_RESUMEN_PRIORIDAD_HORA_ENTRANTES,15
DIAS_PROCESO_ACCESADAS,3
DIAS_PROCESO_CCEE,2
DZV_BD_ENTRANTES_RETENCIONES_202406,179
ENCUESTAS,61
ENCUESTAS_AURA,73
ENCUESTAS_CCEE,85
FAY_EXCEL_M_X_A,20
FORMATO_MENSAJERIA_FIJA,9
FORMATO_MENSAJERIA_FIJA_FECHA_ARCHIVO,2
FORMATO_MENSAJERIA_MOVIL,7
JCO_LISTADO_CTI_DIARIO,24
LD_CLIENTES_REIT,5
LD_TMP_TABLA_BATCHERO_ELIMINA_ARCHIVOS_IHV5_POR_HORAS,1
LLAMADAS_ATENDIDAS,58
LLAMADAS_ATENDIDAS_FACTURACION,58
MENSAJERIA_CONTROL,4
MENSAJERIA_FIJA_DETALLE,10
MENSAJERIA_FIJA_DETALLE_BACKUP,10
MENSAJERIA_FIJA_DETALLE_NOCHE,10
MENSAJERIA_FIJA_FECHA_BORRAR,2
MENSAJERIA_FIJA_FECHA_MAXIMA,2
MENSAJERIA_MOVIL_DETALLE,8
MENSAJERIA_MOVIL_DETALLE_NOCHE,8
MENSAJERIA_MOVIL_FECHA_BORRAR,2
MENSAJERIA_MOVIL_FECHA_MAXIMA,2
MENSAJERIA_RESUMEN,13
MENSAJERIA_RESUMENES,9
MENSAJERIA_RESUMEN_CCEE,13
MENSAJERIA_RESUMEN_VARIACION,6
MP_SUBMOTIVO_DIA,9
MP_SUBMOTIVO_DIA_CCEE,9
MP_SUBMOTIVO_DIA_CLIENTES,13
MP_SUBMOTIVO_DIA_CLIENTES_CCEE,13
MP_SUBMOTIVO_MES,7
MP_SUBMOTIVO_MES_CCEE,7
MP_SUBMOTIVO_MES_CLIENTES,11
MP_SUBMOTIVO_MES_CLIENTES_CCEE,11
MP_SUBMOTIVO_SEM,8
MP_SUBMOTIVO_SEM_CCEE,8
MP_SUBMOTIVO_SEM_CLIENTES,12
MP_SUBMOTIVO_SEM_CLIENTES_CCEE,12
PROCESO_LOG_PROCESO_REIT_Y_TRANSF,4
TEMP_TRAZABILIDAD_E2E_REIT,30
TMP_CTI,23
TMP_RESUMEN_AGENTE_REITERADAS,9
TMP_RESUMEN_AGENTE_REITERADAS_CUARTIL,8
TMP_RESUMEN_CTI,27
TMP_RESUMEN_Q_RELL,5
TMP_RESUMEN_Q_TRX,5
TMP_T_RESUMEN_AGENTE_TRANSF_CUARTIL,8
TMP_T_RESUMEN_AGENTE_TRX,8
T_DETALLE_CDR_LN_MES_TODAY,72
T_DETALLE_RELLAMADORES_ENTRANTES,8
T_DETALLE_RELLAMADORES_ENTRANTES_X_PLATAF,9
T_DETALLE_RELLAMADORES_EN_20D,7
T_DETALLE_TRANSFERENCIAS_MISMO_RP,11
T_DETALLE_TRANSFERENCIAS_MISMO_RP_2,12
T_DIM_ARBOL_IVR,26
T_DIM_COLA,19
T_DIM_COLA_ORIGEN,2
T_DIM_FUENTE,2
T_DIM_JERARQUIA_EMPRESA,3
T_DIM_MODELO_PAGO,2
T_DIM_NEGOCIO,3
T_DIM_PLATAFORMA,9
T_DIM_PROGRAMA,11
T_DIM_PROVEEDOR,3
T_DIM_PROVEEDOR_LOCAL,4
T_DIM_SEGMENTO,3
T_DIM_SISTEMA_COMERCIAL,2
T_DIM_TIEMPO_DIA,9
T_DIM_TIEMPO_INTERVALO,13
T_DIM_TIPO_DISTRIBUCION_CALL,4
T_DIM_TIPO_GESTION,2
T_DIM_TIPO_INTERACCION,3
T_DIM_TIPO_INTERVALO,2
T_LISTA_AGENTE_REIT_DIA,8
T_LISTA_AGENTE_TRANSF_DIA,8
T_LISTA_BLANCA,1
T_LISTA_BLANCA_RELLAMADORES_AURA,9
T_LISTA_CTI_ATENDIDAS_TMO,28
T_LISTA_NEGRA,8
T_LISTA_RETIRAR_RPS_CLIENTES_NO_MIGRADOS,1
T_LISTA_RETIRAR_RPS_CLIENTES_NO_MIGRADOS_20241022,1
T_LOG_BASE_NPS_AVISO_CORTE,4
T_METRICAS_REIT_TRANSF_AMELIA,9
T_METRICAS_TRANSFERENCIAS_DIA_CURSO,7
T_REPORTE_CTI_DIARIO,24
T_REPORTE_CTI_MENSUAL,36
T_RESUMEN_COPC_72HR_ATENDIDAS,13
T_RESUMEN_COPC_72HR_ATENDIDAS_BU,13
T_RESUMEN_COPC_72_HR_GENERA,14
T_RESUMEN_COPC_72_HR_GENERA_BU,14
T_RESUMEN_COPC_ORI_DES_72HR,14
T_RESUMEN_CTI_72HR,36
T_RESUMEN_CTI_72HR_FACTURACION,36
T_RESUMEN_CTI_DIARIO,17
T_RESUMEN_CUARTILES,20
T_RESUMEN_CUARTILES_FINAL,20
T_RESUMEN_METRICAS_PLATAFORMA,15
T_RESUMEN_METRICAS_REITERADAS_TRX_ODS,13
T_RESUMEN_ORIGEN_DESTINO_PRUEBA,14
T_RESUMEN_QUARTIL_RELL,5
T_RESUMEN_QUARTIL_RELL_30MIN,5
T_RESUMEN_QUARTIL_TRANS,5
T_RESUMEN_RANGO_RELLAMADORES_EN_IVR,4
T_RESUMEN_REITERADAS_TRXS,13
T_RESUMEN_REITERADAS_TRXS_BU,13
T_RESUMEN_TRANSFERENCIAS_MISMP_RP,10
T_RES_ANALISIS_CLIENTES_TEC_FIJA,8
T_RES_INDICADOR_REIT_DIARIO,8
T_Resumen_Reiteracion_IVR,4
T_TABLA_RESUMEN_REPETICIONES,7
T_TMP_DETALLE,21
T_TMP_DETALLE_DIARIO,19
T_TMP_DETALLE_DIA_CURSO,20
T_TMP_DETALLE_TRAFICO,22
T_TMP_DETALLE_TRAFICO_TRANSFERENCIAS,26
T_TMP_DETALLE_TRAFICO_VENTAS,21
T_TMP_DETALLE_TRANSFERENCIAS,45
T_TMP_LD_CLIENTES_REITERADORES,4
T_TMP_TMO_REAL,3
T_TMP_TRAFICO,14
T_TMP_TRAZABILIDAD_CDR__TRANSF_MOVIL_A_FIJA,16
base_multicentro,1
