table,columns
AM_REPORTE_VENTAS_LIQUIDADAS,50
BASE_LISTA_CABINAS_TEMP,9
BEHM_CHATBOT_CATALOGOINTENCIONES,10
CCEE_AGENT_30MIN_PLATAFORMA,22
CCEE_AGENT_30MIN_PLATAFORMA_2024,22
CCEE_ChatBot_Encuestas_PollBot,18
HP_REPORTE_FUNNEL_INVERTIDO,9
KC_SMS_APP,3
KC_SMS_APP_CCEE,4
KC_SMS_APP_TIENDAS,4
KC_SMS_APP_VOZ,4
POLL_AGENT,26
USERVAR_COMPARTIDO_202504,5
USERVAR_COMPARTIDO_202505,5
USERVAR_COMPARTIDO_202506,5
USERVAR_COMPARTIDO_202507,5
USERVAR_COMPARTIDO_202508,5
USERVAR_COMPARTIDO_202509,5
USERVAR_COMPARTIDO_202510,5
USERVAR_COMPARTIDO_202511,5
USERVAR_COMPARTIDO_202512,5
USERVAR_COMPARTIDO_202601,5
USERVAR_COMPARTIDO_202602,5
USERVAR_COMPARTIDO_202603,5
AM_Reporte_Seguimiento_cross_ccee_resumen,33
BASE_AGENTE,2
CCEE_AGENT_30MIN_PLATAFORMA,22
CCEE_T_DIM_CATEGORIA_PLATAFORMA,4
CCEE_T_DIM_PLATAFORMA,6
CCEE_T_DIM_PROVEEDOR,3
CCEE_T_DIM_TIEMPO_INTERVALO,13
CCEE_T_FACT_METRICAS_CCEE_INTERVALOS,40
CONSOLIDADO_METRICAS_AGENTE_CCEE,112
CONSOLIDADO_METRICAS_AGENTE_CCEE_DIARIO,100
PRONOSTICO_INTERNO_CCEE,8
RESUMEN_INDIC_GENERALES_VOZ_INTERVALO,37
RESUMEN_METRICAS_WFM_MENSUAL,22
RESUMEN_PRODUCTIVIDAD_PROVEEDOR_CCEE,14
RESUMEN_TRANSFERENCIAS_VOZ,20
T_DIM_MODELO_PAGO,2
T_DIM_NEGOCIO,3
T_DIM_PLATAFORMA,9
T_DIM_PROVEEDOR,3
T_DIM_TIEMPO_INTERVALO,13
T_INPUT_TOPE_NPS_1_2,8
T_RESUMEN_CTI_72HR,36
T_RESUMEN_CTI_72HR_FACTURACION,36
T_RESUMEN_CTI_MENSUAL,42
USUARIOS_RECLAMOS_ult_act,36
VW_BITACORA_EVENTOS_FORMATO_ANTERIOR,21
INFORMACION_CARGA_VISOR_TIPIS,4
KG_TEMP_VISOR,3
T_DIM_COLA,19
VISOR_TIPIFICACIONES_CURSO,32
sysdiagrams,5
tmp_tipificaciones_web,20
ENCUESTAS_AURA,76
T_DETALLE_CDR_LN_202506,77
T_DETALLE_CDR_LN_202507,77
T_DETALLE_CDR_LN_202508,77
T_DETALLE_CDR_LN_202509,77
T_DETALLE_CDR_LN_202510,77
T_DETALLE_CDR_LN_202511,84
T_DETALLE_CDR_LN_202512,84
T_DETALLE_CDR_LN_202601,84
T_DETALLE_CDR_LN_202602,84
T_DETALLE_CDR_LN_MES,84
AM_DETALLE_CONTACT_ROAMING_POR_SEGMENTACION,5
BASE_25K_CX_2,29
BD_CASUISTICAS_RO3,17
CALCULO_PROYECCIONES,21
CONTROL_PROCESOS,5
DIM_AGRUPACION_CDU,2
HISPAM_Bench_CCEE,4
HISPAM_Bench_CU_CCEE,3
INDICADORES_GESTION,9
INDICADORES_GESTION_Revisar_JSH_20221212,9
Input_Promedio_Diario,5
KCS_KPIS_ABORDAJE_GESTION_,5
LD_KPIS_CONTACT_CENTER_PERU,28
OPER_CCEE_TABLERO_IMPRODUCTIVAS_CASOS_CERRADOS,6
OPER_CCEE_TABLERO_IMPRODUCTIVAS_CCEE,22
PBI_ACCESADAS_CLIENTES_UNICOS,2
PBI_BASE_MT,50
